3 days,5 days,7 days,14 days,30 days
0.04975600318163252,0.0587473396822667,0.06583614592514564,0.08963927166412279,0.12026248468301912
0.05088850848230138,0.06394187198906125,0.06650166678149529,0.09067927308187633,0.12124311690789509
0.05169518922921294,0.06454337828113757,0.07118647602957587,0.09203871142675385,0.12248537371335606
0.05064436246020114,0.06363268812856926,0.0734876434022338,0.09120129377874361,0.12164552483954111
0.051678600629320386,0.06556329129605312,0.07484948341220485,0.0931840142712024,0.1238026808057283
0.05188880192595381,0.06688825703161377,0.07618613590655557,0.09524257705301327,0.12588049971764567
0.04957616616269271,0.06467059931591732,0.07482774004857978,0.09427452535567342,0.12493431814801963
0.0532802483974359,0.06670172275641026,0.0773036858974359,0.09656951121794871,0.12709835737179487
